30 20
N 000000001000000000000001100000000000000000110000000000010000001000000000000010000000010000000000100000000110000000001000000000100000000110000000100110000111000010000000111101000000000000000111000000000000100011010000000000000001100110000000000000110000110000000011111000001100000001000000000011000100000000000000110000000000000000001000000000000000000110000100000000000000000000000000000000110100000000000000101000000000000100000010000000000000000101101000000000000000010001010000000000000100010000000000000001000100010000000000111011000000000000000011100101001000000000000000000000000001000100000000 Guidance
N 000000000000000000000001100000000000000000110000000000010000001000000000000000000010010000000001100000000110000100001000000000111000001110000000000110000111000010000000111111000000000001000111000000000000000011010000000000000000100110000000010000110000110000000011111000000100000000000000000001000000000000001000110000000000000000001000000000000000000110000000000010000001000000000000000000010000000000000000001000000000000000000110001000010000001001001000000000000000010101000000000000000100010000000010000001000100000000010000011011000010000000000011100000000000000000000000000000000000010000000000 Guidance
N 000000000001000100000001100000000000000000110000000000010000001000000000000010000000010000100000100010000110000000001100000000110000000110010100000110001111000000010001111111000000000000000111000000000000000011010000000000000001110110000000000000111000110010000011111000000110000000000000000001000000000001010000110000000000000000101000100000000000000110000000000000000001000000001000100010110000000000000000001000000000000000000110000000000000000001001000000000000000010001000000000000000100010000000100000001000100000000001000011011000000000000100011100000001000000000000000000000000000000010000100 Guidance
N 000000000000000000010000100000001000000100110000100000010000001000000001000010000000000000000000100000000110000000001100000000110000000010000000000110000111000000000000111111001000010000000111000000100000000011011000000000000001100110000000000000110000110000000011111000000100000000000000000001001000111000000000100001000001000000001100000000000000000010001100000000000001000000000000000000110010000101000000001000000000000000000110000000000000010001001000010000000000010001000000000000000100010000100010000001000100000000000000011011000000000000000011100100000000000000000000000000001000010000000000 Guidance
N 010000000000000000000001101000000000000000110000001000010000001000000000000010000000010000000000100000000110000010001011000000111000000010000000000101000111100000000000111111000000000000001111000010000000100011110000000000000001100100000000000000110000100000000011111000010100000000000001000001000000000000000000110000101000000000001000000000000000000110000000000000000001000010000000000000110000000000100000001000000000000000000110000000000000000001001000000000000000010001000000000000000100010000000000000001000000001010001000011011000000101000000111100000100000000000000000000000000000000000000000 Guidance
N 000000000000000010000001100000000000000001110000000000010000001000010000010010000000010000010000100000000110000000001000000100110000000110000000000110000111010000000001010111000000000000000111000001000000100011010001000000000001100110000000000000110000110010100101111000000100001001000010000001000000000000000000110100000000001000001000010000000000000110001010000000000001001010000000000000111000100000000000010000000000000000010110000000101000000001011000000000000001010001101000000000001100010000000000000001000100000000100000011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 000000000010000001000001100000000000000000110000000000010000001010000000000010000000010000000000100000010110000100000000101000110000000110000000010110000111000000000000111111000000010100010111000000000000000011010000000000000001100110000000000100110000110010100011111000000100000000000000000001000000000000000000010000000000100000001000000000000010000110000000000000000001001000000000000000110000000000000010001100000000000000000110010000000000000001011000001000000000010101010001000000000100010000000000000001000000001000000000011011000000000000000011100000000000000000100000000000010000000000000000 Guidance
N 000000000000000000000001100000000100000000110000000000010000001001000000101010000000010000000000100000000110000000001001000000110000000110000000000110100111000100000000111111000000000000000111000000000000000111010000000000000001100110000000100000110000110000000011111000000100000000000000000001000000000010000000110000001100000000011000000000000000000110000000000000000001001000000010000000110000100000110000001100000000000000000110000001000000000001101000000000010000010001000000000100000100010000000000000001000100000000000000011011000000000000000011100000000000000000000000011000000000000000000000 Guidance
N 000000000000000000000011100000000001000000110000000000010000001000100000000010000000000000000000100000000110000000001000000110110000000110000000000110000111010000000000111111000000000000000101001100000000000011010000000000000001100110000000000000110000110000000010111010000100010000000000100001000000000000100000110000000000100000011000100000000000000110000000000000000001000000000100000000110000000000000000101000000000000000000100000000000000000001001001000000000000010001000000000000000000000000010000000001000100000000000000011011000000000000000011100100100000000000000000000000000100000000000000 Guidance
N 000000010000000000000001100000000000001000110000100000010000001000000100000010000000010000000000000000010110000000001000000000110000000110000000000110000111000000000000111101000000000100000111000000000000000001100000000000000001100110000000000000110000110000000011111000000100000000000000000001000000000000000000110001000001001000011000000000000000100110000000000000010001000000000000000000110000000000000000001000000000000000000110000000000000000001001000000000100000010001000000000000000100010100000000000001010100000000000000011011000000001000010011101000000000100000001010000000000000000001000000 Guidance
N 000010000000000000000001100100000000000000111000000000011000001000000000000010000000010000000000100000000110000000001000000000110000010110000000000110000111000000000000111111000000000100000111000000001000000010010000000000000001100110010000100000110000110001000011111000100100000000000000000001000000000000000000110100000000000000011000000000000000000110000000000000000000000000000000000000110000000000000010001000000000000010000110000000000000000001001000000000010000010001000000000000000100010000100000000111100100000000000000011011000000000000100011100001000000100000000000000010000000000000000000 Guidance
N 100000000000000000000001100000000000000000110000000010010000011000000110000010000000010100000000100000000110000000001000000000110000000111000000000110000111000000000000111111000000000000000111000000000000000011010000000000000001100110000000000000110000110100000011111000000100000000000000000001010000000010000000110100000000000000101000000000000001000110000000000000000001000000000000000000110000000000000000101000000000000010000110010000000000001001101000000000000000010000000000000000000100010000010001000001000100000000000000011011001010000000000011100000010001000000000000000000000000000001000000 Guidance
N 000000100100000000000101100000000000000000110000000000010000101000100000000010001000010000000000100000000110010100001000000000110100000110000100000110010111010000000000111111000000000000000111000000010000000011011000000001000001100110000000000000100000110000001111110100000100000000000010000001000000000000000000110000000000000000001000000000000000000110000001000000010001000010000000000000110000000001100000011000000000000000000100000000000000000001001000010000101000010001100000000000000100010000000000000001010100000000000000011001000000100000000101100000000000001000000000000000000000010000000000 Guidance
N 000000000000000000000001100010001000001000100000000000110000001000000000000010000000010000000000100000000110000000001000000000010000010100000000000110001111000000000000011011000010000000000111000000000000000011010000000000000001100110010000000000110000111000000011100000000100000000000000100001000000000000000000110000000000010000001000000000000000000110000000000000000001000000000000000100110000001000010000001000000000000000001110000000000000001001001000000000010100010001000000000000010100010000000000000001000100000000000000111011000000000000100011100100000000000000000010000000000000000000000011 Guidance
N 100000000000000000010001100000000100000000110001000000010000101000000000000010000000010000000000100000000110000000001100000000111000011110001000100111000111000000000000111111000000100000000111001000000000000011010000000001000001100110000000000000010000110001001011111000000100000000000010000001000000000000000000111000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001001000000000000000010001000001000000000100010000000000101001000100000000000000011011000000000000000001100000000000000000000000000000000000000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000010000001000000000000010000000010000000000100001000110000000000000000000110010010110000000000110000111000000100000110101000100100000000111000000000000000111011000000000000101100110000000000000110100110000000011111000000100100000000001000001000000101000000000110000000000000000001000000000000000010110000000000000000001000000000000000000110000000000100000001000000000000000000110000100000000000001001000100000000000110100000000000000000110010001000000000001000100000000000100011010000000010000000011100000001000000000000000000000000000000000000000 Guidance
N 100000100000000000000000100000000000000000110001000000010010001000000000000010000000010000000000100000000110000000001000000000010000000110000000000110000111010100000000111111000000000000000111000000000000000001010000000000000001101110000000000000110000110000010011111001000100000000000000000011000000000000000100110000000000001000001000000000000000000110000000000000000001000001000000000000111000000000100000011000000000000000001110000000000000000001001000000000000000010001000000000000000100010000000000100001010100000000000101011011000000010000000011100000000000000000000000100000000000000000000000 Guidance
N 000000000100000000000001100000000000000000010010010000010000001000000010000010000000010000100000100000000110000001001000000000110001001110000000000110000111000001010100011111000000000000000111000000000000000011010010000000000001100110000000000000110000110000000011111000000110000000000000000001010000100001000000110000000010000000001000000100000000000101000000000000000001000000000000000000110100000000000000001000000000100000001110000000000000000000101000000000001000000011000000000000001100010010000000000001000100000000000000001011000000000000000001100000001000000000100000010000010000000001000000 Guidance
N 000000000000000000000001100000000000000000110000100000011000001000000000000010000000010000000000100000000110000000001000100000110000000111010000000110000111000000001000111111000000000000000011000000000100001011010000001000000001100110000000000000110000110000000010111000000100000000000000000001100000000000000000100000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001000000000010000000110000000100000000101001000000000000000010001000100000000000100010000000100000001000100000000100000011011000000000000000011100010000000000000000000000000000100000000001000 Guidance
N 000000000000000000000001100000000000000001110000000000010000001000000000000010000000110000000000100001000110100000001000000000110000000110000000000110000111000000000000111111000000000010000011000000000000100011010000000001100001100110001000000000110000110000001011111000000100001000000100000001000000000000000000100000000000100000001000000000000000000111000000000000000001000000000000000000110000000000000001001000000000000000000110000000000000000001001000000000000000010001000000000000000100010000000000000001000100000100001000011011000001000000000011100000000000000000010000000000000000000000000000 Guidance
N 000000000000000001000000100010100000100000110000000000110000001000100000000011001000010000000000101000000110100000001000001000110000100111000000000110000111000000000000111111000000000000000111000001000000000011010000000000000001100110000000000000110000100000000011111000000100000000000010101001000000100000000000110000100000000000001000100000000100000110000000001000000000000000000000100000111000000000000000011100000000000000000110000000000000000001001000100000000000010101000000010000000111010000000001000001000110000000010000011011000000000000000011100000000000100000010000000000000000000000000000 Guidance
N 000000000000000000001001100000000000000000110000000000010000001000000000000010000000010000000000100000000110000000001000000000110000000110000000100110000111000000000000111111000000000000000111000100000001000011010000000000000001100111000000000000110000110000000011111000000100001000000000000001000000000000000000110010000000000000001000000000000000000110001000000000000001000000000100000000110100000100000000001000000000000000001111000000000100010001001000000000010000010001000000000001100110010000000000000001000100100000000000011001000000000000000011100000000000000000000000100000001000000000000000 Guidance
N 000000000000000000000001101000000000000000110000000000010000001000000000010010000000010000000000100000100110000000001000000000010000000110000000000111000111000000000101111011000000000100000111000000000000010011010000000000000001100110000000000000110000110000000011111000011100000000000000000001001000000000000000110000000000000000001000000001000000000110001000000000000000100000000000000000111000000001001000001000000000000000100110001000000000001001001000000000000000010001000000000000000100010000000000100001000101000000000000011011010000000010000011100100000000000000000000000000000001000000000000 Guidance
N 001000000000000000000001100000000000000000110000000000010000001100000000000010000100010000000010000000000110000000001000000000110100000110000000000010000111000000000000111111000000000000000110000000000000000011010000000000000001100110000000000000110000110100000011111000000100000000000100000001000000000000000000110000000000000010001000000000000000000110000000000000000001000001000000011000110010000000000000001000000000000010010110000001000000000001001000000000000000010001000000000000000100010000000100000011000100000000000000011011000000000000000011100000000000010010100000001100000000000001000000 Guidance
N 000000001000010000000001100001000000000000110000000000000000000100000000000010000000010000000100100000000110000000001000000001110000000110000000000110000101000000000000111111000000001001000111000000001000000011010000000000000001100110001000000000110000110000000011111000000100000000000000000001000000000000010000110000000000000010001000000000000000000010000000000000000001000010001000000000110000000000000000001000000000000000000110000000010000100001001000000000000000010001000001000000000100010000000000000011000100000010000000011011000010000000000011100000000000000000000000000000001000000000000000 Guidance
N 010000100010000000000001100001000000000000110000000000011000001000000100000010000101010000000000100010000110000000001000000100110000000110000000001110000101000001000000111111000000000000000111000001000010000011010000000000000001100110000001000000110000110000100011111000000110000000000000000001000000000000000000110000000000000000001000000000000000001110000100000000000001000100000000000001110000000000000000101000001000000000000100000000000000000001001000000000000000010001000001000100000000010000000000000001000100000000000000011111000000000000000011100000000000000000000000000000110000000000000000 Guidance
N 000000000000010000100001100000000100000001110001000000010000001100000000000010000000010000000000100000000110000000001000000000110000000110000000000110000111000000000000111111000100011000000111000000000000000011010000000000000001100110000000000000110100110000010011111000000100000000000000000001000000000000000000110000000000000000001000000001010010010110000000000000000001000000000000000000100000000000000000001000000000000000000110001000000000000001001000110000000000010001000000000010000100010000000000000001000100010100000000011001000001100000000011100001000000000000000000000000000000100000000100 Guidance
N 000000000000000000000001100000000000000000111000000000010000000000000000000000000000010000000000100000000110000010001000000000110000000110000000001110000111001010000000111110000000000001000111000000000000000011010100000000000101100110000100000000110100110000000011111000000100000100000000000001000000000000000000110000010000001000001000000000000000000110000000000000000001000000000000100000110000000000000000001000000000000000000110000001000000000001001010000000100000010000000000000000000100010000000000000001001100000000000010011011001000100100000011000000000001000010000000000000100000000000000000 Guidance
N 000000000000000010000011100000000000000000110000000000010000001000000000100010000000010000000000100000000110000000001000000000110000000110000000000110000111000000000000111111000000000000000111000000000001000011010000000000000001100110000000010100110100110000010011111000000100000000000000000001000000000000000000110000100010000000001000000000000001000110000000000000000001000000000000000000110000000010000001000000000000000100000110000000000000000001000000000000000001010001000000000000000100010000100000000001000101000000000000011011000000000100000011100000000000000000000000000000000010000000000100 Guidance
N 000000000000000000000101100000000010000000110001000000110000001000000000000010100000010000000000110000000100000000001000000000110000000110000000000110000111000001000000101111100000001000000111000000000000000011010000100000001011100111000000000000110000110100000011111000000100000000000000000001000000000000000000110001000000000000001100000000000000000110000000010000000000000000000000000000110001100000000000001001000000000000000110000100000000000001001000000000000000010001000000000000000100010000000000000001000100001000000000011011000000000000000011100000000000000000000000000010000000000000000000 Guidance
N 000000000000000000100001000000000000000000110000000000110000001000000000000011000001010000000000101000000110000000001000000000110000000110000100000010000111000001000100111111000000000000000111000000001000000011010000000000000001100110000000000000110001110000000011111000001100000000001000000001000000000000100000110000000000000000001000000000000000000110000000000000000001000010011100000000110000000000000000001100000000000000001110000000000100000001001000000000000000010001101100000000000100010000000000000001000100000000000100011011000000000000000011110000000000000000000000000000000000000000000000 Guidance
N 000000000000000000000000100000000000000000100000000000010000001000000000000010000000010010000000100001000010000000001000000000110000010111000000000110000111000000000000111111000000000010100111000000000000000011010000000000000001100110000000000001110000111000000011111000000100101000100000000001000010000000000000110000001000000000001000000100000000000110000000000000000001000000000000000000010000000000000000001000000010000000000110010000001010000001001000000000000100010101000000000000000100010000000000001000000100000000000000011011000000000000000011100000000001000000000010000000000010000000000000 Guidance
N 000000000000010100000001100000000000010000110000010100010000001000000100000000000000010000010000100000000110000000001000000000110000100110000000000110000111000100000000111111101000000000100111000000000000000011010000000000000001100110000000000000111000110000000011111000000100000000000000000001000100000000100000110000000000010000001001000100001000000110010000000000000001000000000000000000110100100000000010001000000000000000000110010000000000000001001010000010000000010001000001000000000100110000000000000001000110000000000000011011000000000000000011110000000000000000000000000000000000000000000000 Guidance
N 000000000000010000000001110000010000000000110000000000010000101010000000000010000000010000000000100010000110000000001001001000110000000110000000000110000110000000000000111111000000001000001111000000000000000011010000000000001001100110001000000000110000110010001011111000000100000000000000000001000000000000000000010000000000000000001000000000000001000110000000000000000001000000010000000000110000000000000000001000000000000000000110000000000000001001001000000000000000010001000000000000000100010000000000000001010100000000000000011011000000000000000011100000000100000000000000100000100000000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000110000001000000000000010000000010000000000100000000110000000011000000000110000000110000000000110000111000000000000101111000000010000000111000000100100000011010000000000000101110110000000000000111000100000000011111010100100000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001010000000000000000110000010000000000001000000000100100000110000100000000000001000000000000000000010001000000000000000100010000000001010010000101000000000000011011100010000000000011001000001000000000000000000000000000000000000000 Guidance
N 000000000000001000000001100000000001000000110000000000000000001000000000000110000000010000000000100000000110100000001000000000110000000110100001000110000111000000000000011111000000000000000111000000000000000011010000100000000001100110000000000000110000110000000011111000000101000001000100000001000000000000000000011000000000000000001000000000000100010010000100010000000001000000000000000000110000100000000000001000000000100000001110000000001000000001001000000000000010010000000000000000000100000000000000000001000100000000100000011011000000000101100011100100000000100001000000000001100000000000000010 Guidance
N 000000001000000000000001100000000000001000110001000000010000001000000010000010000000010000001000100000000110000100001010000000110000001110000000000110000111000000000000111111000000000000000111000000001000000011010100000000010101100110010100000000110000110000000011111000000000000000000000000001000100000000000000110000000000010000001000001000100000000110100000000000000000000000000011010000110000000000000000000000010000000000000110000000000000000001001000100000000000010001000100000000000100010000000000000001000100000000000000011011000000000000000111100000000000000000000000001000000000000000000000 Guidance
N 000000000010000000001001100000000000000000110000000000010000000000000000000010000000001100000000100000000111100000001000000011110000000110000110000110000111000000100000111111000000000000000111000000000000000011010000000000000001000110000000000000110000110000100011111000000100000000000000000101000000000000000000110000000001000001001000000000001000000010000000000000000001011000100000000000110000000000000000001000000000000000000110100000000000000001001000000000001000010001000100000000000100011000000000000001100100000000010000011011000010000000000011100000000000000000000000000000000000000000100000 Guidance
N 000000000000000000000001100000100001000000100000000000010000101100000000000010001000010000000000100000000110000000001000000000110000000110100000000110000011010000000000111111000000010000000111000000000000010010010000000000000001100110000000010010110000110010000011111000000100010000000000110101000001000000000000110010000000000000001000000000010000000110000000000000000001000000000100100000110000000000000000001000000010000000110110000000100000000001001000000000000000110001000000001001000101010000000000000000000100100000000000011011100000000000000011100000000000000000000001000000010000000000000000 Guidance
N 000000000000000000001001100000000000000000110000000000010000001001000000000010100000110000000000100000000100000000001000010000110010000110000000000110000111000000000000101011000000010000010111000000000000000011010000100000000001101110000000000000110000110000000001111001000100000000000000000001000000000000000000110000000010000001001100000000000000000110000000000000000001000001000000000000110000000000000000001000000000000000000110000000000000000001001000000000000000110000000000000000000100010000000001000001000100000000000000011011000000000000000011100000000000000000010001010000000100000000000000 Guidance
N 001000000000000100000001100000000000000001110000000000010000001000000000000010000000010000000000100000000110000000001000000000110000000110000000000110000101000000000000111111000000000000000111000100000000000011010000000000000001110110001000000000110000110000000011111000000100000000000000000001100000000000000000111100000000000000001000000000001000000110100000010000000001000000000000000000110000100001000000001000000000000000000110000000000000000011001100000000000000010001100000000000000101010000001000000011000100000000000000011011000000000000000010100000100000000000000000000000001000000100000000 Guidance
N 000000000000000000000001100100000000000000010000100000010000001000000000000010000000011000000000100000000110000000001000000000111000010110000000000110000111000000010010111111000000101010000111000000000000000011010000001000000001100100000000100100110001110000000011011000000100000010000000000001000010000000000000110000000000000000001000000000000000000110000000000000100001000000000000000000110010000000000000011000000010100000000110000000000100000001001000000000000000010001000000000000000100010000000000000001000100000110000000011011000000000000000011100001000000000000000000001010000010000000000000 Guidance
N 100000000000000001000001100000000000000000110000000000010000001000000000000010000000010100000000100000000110000001001000010000111000010110000000010110000111000000000000111111000000000000000111000000000000000011010001000000010001100110000000000000110000110000000011111010000110000000000000000001000000000000000000110000100000000000011010000000000001000010000000001000000001000000000000000000110000000000000000001000000000100000000110000000001000000001001000000100000000010001000000000000000100010000000000000001000100000000000000011010000100000000000011100000000000000000000010000000000000000100011000 Guidance
N 000010000000000000000001100000000000000000110000000000010000001000000000000010000001010000000100100000000110000000101000000000110010100110000100000110000111000000000000111011000000010000000111001000000000000011000000000000000001100010000000000000110000110001000001111000000100000000001000000001000010010000000000110000000000000000001000000000000000000110000000000000000001000000000000010000110000000000000000001000000001000000000110000000000000000001101000000000000000010001000000000110000100010000001000000001000100000000100000111011010100000000000011000000000000001000000000000000000000000000000000 Guidance
N 000010000001000000000001110000000000000000110000000000010001101000000000000000000010010101000001100100000110010000001000000000110000000110000000000110010111000000000000111111000000000000000111000000010100000011010000011000001001100110000000000000111000110000000010101000000100000001000000000011000000000000000001100001000000000100001000000000000001000110000100000001000001000000000000000000110000000000000000001000000000000000000110000000000000000001001000000000000000010001000000000000000100010000000000000001000100000001000100011000000000000000000011100000100000000000000000000000010000000000000000 Guidance
N 000000000000000010000001100000000000000000110100000000010000001000000000000011000000010000000000100000000110000000000001001000110000110010000000000110000111000000000000111110000000000000000111000000010001010011000001000000000001100110000000100000110000110000000011111000000100000000000000100001000000100000001000110000000000000001001000000000000000000110000000000000000001000000000000000100110000000000000000001100000000000000000110000000000000001001001000000000001100010001000000000000000101010001000000000001000100000000001000011011000000000000000011100000000000000000000000100000000000000000000000 Guidance
N 000000000000000000000101100000000000000000110000000100010010001000000000001010000001010100000000100000000110000000001011000000110000000110000001001110000111000000000000111111000000001000000101000000000000000011010000000000000001100110000000000000111000110000000011111001000110000000000000100001011000000100000001110000000000000100001000000000000000000110000000000000001001000000010000000000110000000000010000001000000100000000000110000000000000000001001000000000000010010001000000000001000100010000000010001001000100000000000000011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 000000000000100000010001100000000000000010110000000000010000001000000000000010000000010010000000100000000111000010000100000000110000000110000010000110000111000000000000111111000000000000001111000000000000000011010000000000000010100110000000000000110001110000000011111001101100000000000000010001100000000000100010110000000000000000001000000000001001000110000000000000000001000000000000000000110000000000000001001100010000000000000010000000000000000001001000000000000000010001000000000000000101000000000000000101000100000000000000001111100010000000000011100000000000000000000001000000000000000000000000 Guidance
N 001000010000000100100001100000010000000001110000000000010010001000000000000010000000010000000000100001000110000000001000000000011000000110000000000110000111000100000000111011000010000000000101000000100000000011010000000000000001100110000010000100110000110001010011111000000100000000000000000000000000000000000000110010000000000000001000001010000001000110000000100000000001000000100000000000110000000000000000101001000000010000000110000100000000000001001000000000000000110101000000001000000100010000000000000001000100000000000000011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 000000000000000010000001101000000000000000110000000000010000001000000000010010000000010000000100100001000100000000001000000000110000000110000000000110000110000000000000111111010000000000000111000010000000010011010000000000001001100100010010010000110000110000000011111000000100000000000000000001000000000000000000110000000000000000001000000000000010000110000000000010000001001000000000000000110000000000000000001000000000000000000110000000000011000001001000000000000100010001100000000000000100010000000000000001000100010000000001011011100000000000000011100000100000000000000000000000000000000000010000 Guidance
N 000000000010000000000001100000000000001000110000000000010000001000000000000010001010010000010000100000000110000000001000000000110000000110100010000110000111000000000010111111000100000000000111000001100000100011110000000000000001100100000000000000110000110100000011111000000100000001000000000001001000001000000000110000000000000000001000000000000100000110000000000000000001000000000001000000110000000000000100001000000001000000000010000000000000010000001000000000000000010001001000000000000100010000000000001001000100000000000000011011000000000000000011100000000100000000000000000000000000000000000000 Guidance
N 000000001000100000000001100000000000000000110000000000011000001000000000000010000000010000000000100010000110000000001000000001110000000110000000000110000111000000000000111111000001000000110111000100000000000011010100000000000001100110000000000000111000110000001011111001000100000000000000000101000000000000000010110000000000000000001100000000010000000110001000000100000001000100000000000000110000000000000000001000100000000000000110010000000000001001001100000000000000010001000000000000000101010000000000000011000100000000000000011011000000000000000011100000000000000000000000011000000000000000000000 Guidance
N 000000100000000000000001100000000000000000110000000000010000001000001000000110000000000000000000100000000110000000001000000000110000000110000000000110000111000000100000111111000000000000000111000000000000000011010000100000000001101110000000000000110000110000000001111000000100001000000000000001000000010000001000110000000001000000001000010000000001000110000000000010000001000000000000000000100000000000000000001100000100000000000110000000000000000001001000000000000000010001000000010000000110011000000000000001000101000000000000011011000000000000100011100000000000000000000000000000000000000000000000 Guidance
N 000100010000000000000001100000000000001000110000010000010000001001000000100110000000110000000000100000000010000000001000000000110000000110010000000110000111000000000000111111000000001100000110000000000001000011011000000000000001100110100000000000100000110000000011111000010100000000000000000001000000000001000000110000000000000001001000001000000000000110000000000000000001000000101000001000110000100000001000001000000000000000000110000000001000010001101000000000000000010011000000000000000100011000000000000001000100000000000000011011000000000000000011100010001000100000100000000000000001001000000000 Guidance
N 100000000100000000000001100000000000001000110000000100010000001000000000000010000000010000000000100000000110000000001000010000110000000110000000000110000111000000000000111111000000000000000111000000000000000011010000000000000001100110000000000000110000110000000011111000000100000000000000100001000100000000000000100000000000010000001000000010000000000110000000100000000001000000000000000000110000000000000000001000000000000000000110000000000000100011001000000100000000010001000000000000000110010000000001000001000100000000000000011011000100001000010011100000000000000000000000000000000000000000000000 Guidance
N 000100000010000000000001100000000000001000110000000000010100001000000000000010010000010000000000100000000110000000001000000000110000000111000000010110010111000000000000111111000000000000000111000000000000000011010000000000000001100110000000000000110100110000010011101000001100000001000000000001000000000000000000110000000000000000001000000000000010000110010100000010001101000000000100000000010001000000000000001000000000000010000111000000000000000011001000001000000000010001000010000000100100010000001000000011000100010001000000111011000000000000000011100100000000000000000000010100000000000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000010000001000001010000010000000010010000000100000000110000000001000000000110011000110000000000110000111000000000000111111001000000000011111001000000000000001010000000000000001100110000000011000110000110100000011101000100101000000000000000001000000000001000001110000000000000000001000000000000000000110000000000000000001000000000000010000110000000000000000001000001000000000000010000010000000000000001000000000000000010001000000000000000100010000000000000001000100000000000010011011000000000000000011101010000000000000000000000000000000000001000000 Guidance
N 000000000000000000000011100000000000000000110010000010010000001000000000000010000000110010101000100000000111000100101000000000110000100110000000000110000111000000001010111011000000000010000111000000000000000001010100001000001001101110000000000000110000110000000011111000000101000000000000000001000000000000000101010000000000000000001000000010100000100111000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000000001000000000000000010001000000000000000100010000000000000001000100000010000010011011000000000000000011100000000000000100000000000000000000000000000000 Guidance
N 100000000000000000000001100000000000000000110000000000010000001000001000000010000100010000000100100000000110100000001000000000110000000110000000000110000111000000001000111110000000000000000110000000000000000010010000000000000001100111000000100000110100110000010011111000000100010000000000000001000000000000000001110000000000000000001000000000000000000110000000100000000001000000000000000000110000000000000000000000100000000000000110000010000010000001001000000000000000010001000000000000000110010101000001000001000100000000000000011011000000000000000111110000000000000000000000010000000000000000000000 Guidance
N 000000001000000000010001100000000001001000110000100000110000001000010000000010000000010000000010100000000110000000001000000000110000000100000000000110000111000000010000111110010100000000000111010000000010000010010000000000000001110110000000000000110000110000000000111000000100000000000000000101000000000000000000111000000000000000001000100000000100000110000000100000000001000000000000000001110000000000000000001000000000000100000110000110000000000001001000000000000000010001000000000000000100010000000000001001000100000000000000111111000000010000000010100000000100000000000000010000000000001000000000 Guidance
N 000000000000000001100011100000000100010010010000000000010000001000000000000010000000010100000000100000000110010000001010000000100000000010000000000110000111001100000000111111000000000000000111000000000000000011010000000000000001100110000000000000110000110000010011111000000100000100000000100001010000000000000000110000000000000000001000000001000010000110000000000000000001000000000000000000110000000000000000001001000000100001000110000000000000001001001100000000000000010001000000100000000101010100000000000011000100000000000001011011000000000000001011100000000010000000100000000001100000000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000010000001000000000100010000000010000000011100000000110000000011000000000110000010100000000000110000111100000010000111110001000000000000111000100000000100011010000000000000001100110000000000000110000010000000011010000000100000000000000000001010000000000000000110000000000000000001000000000000000000110000000000000000001000100000000000000110000000010000000001000000000000000000100000001000000000001001100000000000001110001000000000000000100110001000000000001100100000010000000011001000010000000000111100010000000000000000000000000001000000000010000 Guidance
N 000000000000000000001001110000000000000000110000000100010000001000000000000000000000010000000000100001000110000000001000000000110000000110000000001110000111000010000000111111000000000000000111000000000010000010010100000000000001100010000000000000110000110000000010111000000100001000000000000011000000000001000000110000010000000000001000000000000000000110000100000000000001000000000000000000110000000000000000001000000000000000000110000000000000010001001000000000000000010001000000000000001100010000000000000001000100000000000000011011000000000000000011101000000000000000000000000000010000000000000000 Guidance
N 000000000000000000000001100000000001000010110001001000011000001010000000010010000000010000100010100000000110000000001000000000111000000111000000000110000111000000000000111101000001000000010101000000000000010011010000000000001101000110000000000000110000110000000010111010000100000000000000000001000000000000000010110000000000000000001000000000000000000100000000000000000001000100000000000000110000000000000000001000000000100100000110000100100000000001001001000000000000010001000000000000000100010000100000000001000100000000000000011011000000001010000011110001000000000000000000010000000000000000001010 Guidance
N 000000000000001000000001100000000100000000100000000000010000001000000000000010000000010000100000100001100110000000001000000000110000000110000000000110000111000000000000111111000000000010000111000000100010000011000000000000000001101110000000000000110000110000000011111000000100000000010000000001000000000000000000110000000000100000001000000100000000000110000000000000000001000001000000100000110000000000000000001010000001000000000110000000000000000001000000000000000000010000000000000000000100010001100000000101000100000000100000011011100000000000000011100000000000000000000000000000010000000000100000 Guidance
N 000000000000000010000001100100010000000000110000100000010000001000000000000010000000010000000000100000000110000000001000000011110000000110000000000110000111000000000000111111000000000000000111000000010000000011010010000000000001100110000000000000110010110001010011111000000100000001000000000001000000010000010000110000000000000000001000000000000000000110000000000000000001000000000000000000110000000010000000001000000000100000010110010001000000000001000000000100000100010001000000000000000100010000000011000001000100000000000000011011000000000000000011100000000000000001000000000010000000010010010000 Guidance
N 000001000000000000000001100000000000001000110000000000010000000000000000000000000000110000000000100000000110000000001000000000110000000110000001000110000111000000000000111111000000000000100111000000000000000011011000000010000001100110000000001000110000110000000011111001000100000000000010000001000000000000000000110000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001001000000000100010010001000001000000000100010000000000000001000100000000000000011111000000000000000011100001000000001001000000000000000000000000000000 Guidance
