30 20
N 100000000000000000001010000011110000011000100000001100000100001000001111000000000011000001101000110000011010001000011000000001000110011100000000011001101100000010000011111111000000000000001110100001000010000011110000001000011000011000011011000110100100100110000000000011110110000000010000011000001000100001011111000001000000000001100101000000011000111000011100000110000110000111000000000001100010010000000110011000000001000010000110000000000000100101100001000000011000111000011000000110111100000110000000000001100000000000000000011000000000000000000100000100000100000001000000000010001000000001001000 Impurity
N 100000100010001000000000010000000001001000000110000000110010000000110010101100000000000100000110000001000001001111000000001000110000100100100000000100001000001000011001000110001110000001001001001001000100001010100001000000000011101011000001010000001110000000000100000011111010100000000011010011100000100110000100000000000000000011100010000000000000001000000000000000000010000001000000000001100000000000010000001000000101110000001001010000010000000110000000000010100001010000000000010000010111001010000000000101011001000001000001000011000000100000001010000000000000011001110100000000000011001100000000 Beast
N 000000000000000001100000000011101000000100000011100110000001000001000000010010000000011000000100000000000000000000100100000010000000011010000000010000000011010111000000000001001000000000000000011000000000111001101000010000110001100010000010010000000101100000011000001000110001000110000000101000000001100110000100011000100100000010000001110000000001000000000000000000010000000000000000001000000000000000010010000000000000000001010000010000000000110001000000100100000100000100000000100001000000000000010000011100000000000000000010111000100010000000011000110000000011000000110000000010000000000000100000 ClockwiseMetamorphosis
N 000000000000000000000001110000000110000100110000000001010000011000000000000110000000010000000101100100000110000000001010000000110000000110000000000010000111000000000000111011000000000000000111001000000100000011010000000010000001100100000000000000110000110000000010111000000100000010000000000001000000000000001100110000000010010001001000000100000000000110000000000000000001000000000000000000110000100010010000001000011000100010000110000000000000010011001000000000010001010000000010000010000100010001100000100001000100001000010001011011010001000000100011000000000000001000000100000001000000000000001000 Guidance
N 000001000000100001010100100011110000011100100000111100000101001001101111000001000011100000110000010000011000111001011000000111000110001110000100011000100110000000000011111111000000000000000110000000111100010101100010000000011000010000011000000110100110000110000100000011100000000010000010011000000000000100000011000000100100000001000010000000011000011000001001000110000010000010001010000010100000000000000000011000000000000001011110010000100000001001000000000000011010011100011000000101000110000110110001001001100000000100000000111100000000000000000100000000000000000101100001000000010000000010000000 Impurity
N 001000000100000101000000000010000000000000010000011000001000001000000010000000000100000001100000010001000000111000000000000001001100010000000000000000100000100100000000011000000000100100000110000100000000000000100011000000000000011000000010000000100110010010001000001001100000000000000010011000010000000101001111001000001011000101010100000001100011011011100000000001100110001100010000110011100111000100011000011000010000011100100110000011000000000001101001100000000100011000110100000001100110111000000000011000000100000010100000000001000100000010100110000000100001101000000000000000110000001001001000 Hunter
N 000000000010000000100000000010000101000110000001100000001000100010001000100001000000100110110010000010110000101100000000001110001001000000001000110010010000000001101000000100000001000010010001011010000000100101010010011000001001000100100010000010010001000000100001000100010010010001111111111011011000001100010001001000001011000100010000000000110001000100100100001001010001001010010001000100010010000000010001000101010000000100010000010000000100001100010010010000000001100100101001000000010010001000001000000100000000001100000000010000000000000000001000001010000000000000001010000001100000000010100001 Milkweed
N 010000000000000000000110000010110000011001000000111100000110001000001011000001000011000001110001110000111000011110011000000011000110001100000110011011101110000000111011110011000000000000000110000011000000000001100000000100111000011000011000000110000110000100000100001001100000000000000101011000000000000000000010000100000100000001100000000010011010011000011000100110000110000111010000000101101000001010010000011000000000000001010110100100000000000001100100010000011000011000011000000110000110000110000001010001100100110000000000011000000000100000000000000000000000000001000001000000000000000000000010 Impurity
N 100000000000000011000000000011000000000000010000011001000010000000000110000000000000000011101000001000001000011000000110000000000110000000000000000011100001000000000010011000000000000000000110000000000000000001100000000000000010011000000000000000010010000001000000000001100010000000000000111001100000010000101111000000010000000111111000000000000011011011000100000001100110011001000000110001100010010000011000011000111000001100000110000011000001100011100101100000101110011001000000000001101110011000000000101010100101000000000000000000010000000000000110000000010000000001100100010000000010000000000000 Hunter
N 000000001000100000000011000011000000100000000000011100000010000000000110000010010000000001100000010100001000111001000000001000000111000101000000000001100000000000010000011000000000001000000110000100010000000001100001000000000000011000001010000000000111001010000000000001100000100000000000011000000010000000011111000000000000000111111100100000000011001011000000000101100110011000000000110001100011000000011000011000001000001100010110000001000001100001110001101100001101010001110100000001100110011000001000001100000000000000000010000000000000001000000110000000000001010011100000000000000000000000000000 Hunter
N 000000000001000000000110000010110100011000000000111100001111001000001111100101000111000011100000110000011100111000011000000111000110001000000001001001000110000000100111111111000000000000000110000000000000000001110000000001011000111000011000000110000110000100000010000001100100000010100010011000000000100010010010000000000000100001100100001001011110011001011000000110001110000110001000000101100100000000101000011000000001000000000110010000000100000101110000000000011000011000011000000110000110000110000000100001100000000000000000111010000000000000010011100000000000000001000000001000010000000001000010 Impurity
N 000000000000000000000010001010100000000000010000011000000000000000000010000001000000000011100000000000000000011000001100000000000110000000000010010011110000000000010010011000100000000000010110000010001000000101100100010000000000011000000010000100000111000100000000000001100010000000000000001000000000000001101110000000000000000110111000000001000001011011000000000001000111011000000000110001100011000000011000011010011000001110000110000001000001100001100001100000001100111010110000010001000111111000000000001000000100001111000000000000000000000001000110000001000001001001100000010010000100000000000000 Hunter
N 101000010110000000000010000000000000000010000110000001100000000001100000011000000100000000110100000000010000100000000000110001100110011000110110011001100110111101110110100001101110111111100000011110000000111100001111100000001111111101110010000001011111111000000011011001100110000001000110011001100010000001100110010000001000011001100100000000000110111001100010000001100110011000000000011001100000000000000110111001100000000011100111011001000000011001100110100000100110001001100000000101100011011000000000001000100101010000000000101000000000000001000110011000000000001000000000000010010000000000000000 FormlessOedon
N 000000010000000000000001100000000000000110110001100000010000001000001000000011000001010000000000100000000010000000101000000001100000011110000000000111001111000000000010111111000011000110000111000000000000000111010000100000000001100110000000000010110000110010000011111000100100000000000000010001000000100000000000110000010000000100001100000000000000000100000000000000001001000000000000000100110000000100000000001100100000000100000110000000000000000001001001000100000000011001000000000100000100010000000000000011000100000100000100011011000000000010001011100001000000000000000000010000000000000000000000 Guidance
N 000000100010001000000000010000100001001000100010100000010000000000110000001110010100000101000110000001000001000001000000001010010000001000100010000110011000000000011001000110000100000011001001101101000000111010100001100010000001111111100100000000001111000000000000100111111000100000100110010010110000000100000101001001000000000011110000000001000000101001000000100000000000000010100000000001100000000000000000100000001000001010000100000000000100000110000000000000000011000000000001000000010011000000000000000001001010001100000001010001000000000010101010100100000000000000110001000000100000010100001000 Beast
N 000000000000000100000000001001110000000010000001100011000000001000101000001010000000001000000000100000010100000000010000100001100100000100000000010000000100000000001010000000000000010000100001000100000010000101000111000000000001000100001100111000001010000010101010000011000000101110010001010010001000011001100010000000110011100001011001001000000000000110000000010000000100101000000000000000000101010000000000000001000000000010100000001100000000010001000010000001000000000000100001000001000100000001000000000000000110000001000100000001000000000000110001100001100000010010101000000001000000000000000000 Anti-ClockwiseMetamorphosis
N 000000010010000000000001010111010000011000100000111100001100001000001111000001000111000001100100110000011000011000011100100001100111100100000000011001100110000100000001111101000000000000000110000000000001000001100000000000011000011000011100000110000110000110000000000001101000000000000000011000100100000001000110000000000000100001100000100000011000111000011000000110000110000110000010010101100000000100010100011000000000000000000110100011001000000001100000000100011000011000011000000110000110000100001000000001100001001000000000011001000011000100100000010000010001000001010000000100110000000011000001 Impurity
N 000010000000010100000001000000100000000000000100000001100000000001100000011000000010000001000000100000000100100000000000010001100110011000111110011001000110011001110100000001101110001111100000011111000100110100001110100000001110111111111000000001111111010000010000011001000110100000000110011001000000000001000110011000000100011001100111000000000110011000100000000001100110011000001000011011100110000000001110011011000001000101000111011000000000011001100110000000000110011001100000100001100110011001000110001000100100010111000000001000000000010000000010000000000000100000000001000000000110000000000100 FormlessOedon
N 000010110100001000001000000000000001000100010010000010011000010000010000111100000100000100000110100011000001000011000000001000010010110000000011000100101000001001010001000000000100000011001011000001000000101010110000100000000011111011100000011001001111001000000010000111111000100100100110010011110000000110000100010000000000000001000000000100001000001000100000000000000010000000000101000001100000110100010000110100010000000110001000000000000100100110000000011000010001000000010000010000010011000000010000000101001000000000000011100001000001000000001110110000000000000000010100000000000000000110001001 Beast
N 000000000000100001000110000001100000011000100000111100010101011000001111001001000101000001100000110000011001011000010000000000000110001100000000010001100110000010000111111111000001100000000110000000000000010001100000000011011000011000011000000110010100000110001000010000111000000000010000011000000000000001011110000101000000000011100001000000011000011000111100001110100110000110100000000000100000000000000000011010000000000000000111000000000000000001100010000000011000111100001000000110000110000110000000000001100000000000000000011001000000000000000100001000000000000001010000000001001000000000000000 Impurity
N 110000000000000010100100000100000000100000000110001000100000000000100000011000000001000000010000000000001000000000000000110001100110011001111110001001100110011111110110000001100110001111100001011111000001111000001101100100001111111111110000000001111111101000010000011001100110001000101110011001100000000001100010010100001000011001100110000100000110011001100000000001100110011010000000011001100111010110000110001001100000000101100111111000000000011001100110000000000110111000100000000001100111000000000111011001100100010010010100101100000000110000010000000000000000000000000000100000000001000000000000 FormlessOedon
N 000100000000000000001000000001000000000000010110001001100001100001100000001000000100100000000000000100000000000000000000110011100110011000111110011001100010001101010100000000101110101111100000011111000001110100011111100000001111111111110000000001111101111000000000011001000110000100000111011001100000000001100011011100000000111011101110000000001110001011110000000001100110011000001000011001100110010000000110111001100000000001100110011000000000011001110110000000000110110011100100000001100110011000100000001001100100000000000000101000000000001000101010000000100000000000000000000000000000010000001000 FormlessOedon
N 000000000000000000000000000000100000100001010011010010000000010001000000011100000001010000000100000000001100010000100000000010000001001000000000000000011010000000010100000001000000000010100000010000100000111000001000000010110001000010000010010000000101000010011000011000110100000100100000001010100001100000000101011000100100000010000101110011001001000000000000000100011100000100000001001000000000010010000010000000000000100101000000000010000000010000000000010100000000000000000000000001000010000000000001000001000000000000000010110000110100011010011000110000000000000001111010000010000000000000000000 ClockwiseMetamorphosis
N 000000000010000000000110000011000000011000100000111100000100001110001011001001000001000001000000110000011011011000011000000011000110001100000000011001100110000000000010111111000000011010000110000000001000000011100000000000011000011000011000001111000110000110010000000001010000000100000000011000000000100000100010000000100100000000100011001001011001111000010000000110000110000010000000100000000000000100000010011000010000000000001010001000000000000001000000000000011001111000110000000110000110000111000000000001100010000000001100011001000000000010000100000100000000001001000000000000000000000000010000 Impurity
N 000000001010010000001000000000100000000000000110000011100000000001000000011000000100000100000000000000000000000011000000100001000110011000111110011001000100011101111111000001111110001111100010011111000001011000001111100010101111111111111100000101101111111010000000010001100110010000000110010001100100000001100111011000000000001001100110000001001010011001100010000001100110011000000000011001010100000000000111011001100000000001100110111000000000111001110110000000000110011001100000000001100110011001000000001001100100000000000010001000000100100000100010001100000000001000000001001000000110000000000010 FormlessOedon
N 100100000000000000100000110010100000000000000001110000000000001001001000100000000000000010010000000010110010101110010000001111101001000000000010110010010010000000001011010100100000000011010101011110000000100100011010010000001001100100100010001010000001001000100001000101000010010001110011011111111000001100110001001000000011010100010010100000110001000100100000001100010001001000000001000100010010101010011010000101000000100100010001010010000001001100010010000011000001001000000001000001010000000000000000000100000010001000100001000010100000000000000000001000000000000000000010000100000000000000000000 Milkweed
N 000000100000101010000000110000000001000000000011000001010001000000110000001110000100000100000110000011100001000001000000001110010000100000100011100100101000011001011001100100000110000011001001000001000000010010100001100000001111111011100000010010001111000100000100001111101000100010000111010011110010000110000100000000000100000001100000000010010100001000000100010000000010000000000001000001100000000000000000111000000000000100001000000000000001000110001000000000000000000100000000000000011100000000100000100111001010100000100001010001100000000000001010100100100001010001010000001000100000100000000000 Beast
N 000000000000000000000000000011000000000010000000011000000000000000000110000001000000000111100000000001010000011000000010000000000110000000000000000000100000000001000000011000000000000001000110010000000000010001100001000000000000001000010000000000010110010001100000000011100000000000000000011000000000000000001111001000000000000111101100000000000011011011000000000001100110010000001000110000100011100000011000111000011010011100000110000001000001100101100000110000001001011000110000000011100100011000000010001000000100000000000000000010000000000010000110010010000000000001100000000000000000000000000000 Hunter
N 000000000001100000001000100000000000000000110000101101010000011000000000010010000000010000000000000000000110000000000101000010110000110110000100000110010111000000000000011111000000000100000111010000100101100011110000000000000001100111000110000001010000100000010011111000000100000000000000101001000000000100000000110001000000000010001000000001000000000110000000000010000010000000010100000010110010000000000000001000100010000000010110001001000000000101001000000000001100010001000000000000000100000000000100010011010110100001000000011011100000100000001011100000000000100000000000000000000000001000000000 Guidance
N 000000000010000000000000000010000000000000000001101000010000010000001000110000011000001010110000000000110000101100000001001110001011001000010001101010011000000000001001000100000000000000010011011110000000110100010010010000011001001100100011100000010001001000100001010111010010010011111111111011111001001100110001001000000011000100110010000000110001000100100000011000010001001001000001000110010010000000010001000101000001100100010001010000000000100100010010001000011001001001000000000000010100001000000001000100100010000000100000000000100000010000000000000000000000000100000010010010001000000000000010 Milkweed
N 000000000110000000100001100000000000000010000110000001110000000001100000011100101000100000000000000000000000000110010000110101000110010000111110011001100100011101110110000001101101001111100000011111110001111100001111100000001111110110111001000001111110111010000001010001100100000000001110011001101000000011100110001000100000011000100110000000000110010011100000001001100110010000000000111001100110100101010010011011101000000001110110010100000001011001100110000100000110011001100000000001100110011000000000011001100100000000010000000000000000000000000010000000000000000000100100000000000000000000000001 FormlessOedon
N 000000000000000100011000000011000000000000000000010000000001000000010110010100000000000011101000000000000000011000000100010000010100000100000000000001100000001000000000011100000000000000000111000001000000000101100000000001000000011000000000100000000111000001010000000001100000000000010000011000000000100000001111010001001010000111111010010000001011011011000010000001101110011000000000110001101011000000011100001000011011001100000110000011100001100011000001110000011100111000110000000001100110011100000000001000000100000000001100001100000000000000000110010000000001000011100001010000000000000000100000 Hunter
N 000010100000001011000000010000000001000001000010100000011000001010110000001000000100000101000100110001000001000101010100101000010000100000100011100100000000001100011001000001000100001011001001000101000000011110100000100000000011110011100000010000001110000010000101000111111000100000100010010011110010001000000100000010000100000001100100000000010000001000010001001000000110000000000000000000100000000000000000110100000000001000001000010000001000000110110010000100000001000000001000100000011001001000000001000101101000000000000001010001010000000000001110101000000000100000100001010000000000000110100000 Beast
N 000000000000100000000000010011000001000000001000011000001000000000000110001000000000000001101010000000000010011000000000000000000010100000000000000001100000000001000000011000000100000000001110000000000000000001101000001000010000001000000000000000000111010010000000000001100000000001000010011000000000000000001111000000010000000111110001000000000011111011100000000100100110001000000000100001100011001000011000011000011000000100000100000001000001100001100001101110001100111000110000011001100110011000001000101000000101000000001011000000000000001000000110001000000000100001110000000000010100000000000000 Hunter
N 000000000000000000000100100011110000011000001110111100000100001000001111000001010010010101100000110000011000011000011000000011000100001111000000011011110100000010000111111111000000000001000110000000000000000001100000000011011000011001010000000110100110000110001000100001100000001001000000011010000100000000000110000000000000000101100000000000011010011000011100010110000110010110000000101001001100001000000000011000000000100000101010000000000000000001100000000010011010010000011000001110001101000110000000000001100000000001000000011010000000000000000100000000000011000011000100000000101000000000100000 Impurity
N 000000010000000001000001001000000000101000110000001000010011001001000001000010000000011000100100100000000010000000001001000000110001000110000000000110010111000000100000111111000000000000000111000000000000000011110000000000000001100110000000000000110000101000001011111010000100010001000100000000000000000000000000110000000000000000111100000000000000000110001000000000000000000000010010000001110000000001000000001000000100000000000110000000000000000001101001001000000000010001000000010000100100010000001000010001000100000000000000011011000000100000010011100000000000000000000000000000000001000100000100 Guidance
N 000000000000000010100001100000010000010000000000000001000000001101000001001010000100010000000000110010000100010000001000001010110000000110010000010110100011000000000000011111000000000000000101000000000000000011010000000000100001100111000110000000110000110101000011111010000100000000000000000001000000010000001001110000000000000000001000000001000000100110000000010000000100000000000000001000110000000100010000101100100000010100000110000000100000000000001001100000100000010101000000000101000100010000100100000001000100000000100000001011000000000000000010100010000000010000100000000000100000000001000000 Guidance
N 001000000000000001001000000010000000000000000011100000000000000100001000100000000000000010011001000000110000101100011001101111001001000000000001100010111000111000001001000111000000010110010001011110000000100100010010011000101001000101100110000010010011011100100001000100110010010000111111111111111000001100110001001001000011000100110010000001110000000100111000001100010001001000000001001100010010000010000001000101000001100100010011010000000100001110011010101011000001000000100100010000110000001000000000011100010010000000000000001100110000000000000011001000000100000000000000000000000000000001100000 Milkweed
N 000000000000010000000000000010100000100000100010011000000000001000000110000000000000000001101101000000000000011000000000000000000110000000000010000001100000010000001000011111000000001001000110000000001001000011101001000000000000011010000001000100010110000000000000000001100000000110000000000000000000001000001111000000000000000010011000100000000001011011000010000001000110011001000000110001100011000000000000010000011000001000000010100011000001100001100001100000001101011000100000000111100110011001000000001000000100000011000000100000000000000000000010000000000000000001101000000000000000010000101000 Hunter
N 000000000001000001000001000011001000001100000000011000000010000001000110100000000000101001100000000000010100011000000010000000000110001100010000000001100000000000000000011000001000000000000110000000000000000001101000000100100000001000000000000001000110000010000100011001010000000010001000011000000000000000001111000001000000000111111100100000000101011001000000000001100110011000000000110000101001000000011100011100011000001100000111000011000101110001100001000100001101011000111000010001100110011000000000011000000000000010000000000000000000000000000100000100000001000000100000000001000000000000000011 Hunter
N 000010000010010000000000000000000001000100000110000001101000000001100000011000101000000000000000000100000000001000010000110000101110101000111110011001101110011101110110000001101111000111100000011111000001111100000111100000000101111111110000000001111001111000000000011001100110001000000101011000100000000101100110011000000010011001110111000000000010011001100000000001100110011100000000011001100110000000000010011001100000000001100110011101000000011001100111001000000110011001101100110001001110011000000000101001000100100010100001001011000000000000000010000000000000010000001000000000000000000000000000 FormlessOedon
N 010000111000000010000110000110110100010010100011111100000100011110000111000011000011000001100000110100011000011000011001000011001110001001000000010001100110100000000011111111000100000000000010000000000000001001100000001000011110011000011010000110000110000010000000000101100001010000010000011000000000000000000110000000000101100001100000001000011000001000011000000110000110000110000000000001100000001000000000111000000001100000000101000100011000000001100100000000001000011000011100001111000110000110100000001011101000000000000000011000000000100000000100000100000000100001000000001000000000000100000000 Impurity
N 101001000000010111010000000010000000000000110001100000000000000000001000100000000001000110011000000000110000001100000010101110001000000000001010100011010001000000001001000110000000000010010011111010000000100100011010010010001001000100100010000110010111101011100101100100010010010001111111111111111011001100110001001110000010000100010010010000110000000100100000001110010000001010000001010100010000010000010001100101000000000101001001001000000000001100010011010000000001010000100001001010010000011000010010010000000010000000000000000000100000010000010010001000000000000001010010000010000000000000000000 Milkweed
N 010000000010101000100010011000000001000000000010000000111000000100110000000100000100000000000110000001000001001001000000101000010000101100100011010101001000001000011001000100001100001011001000000001000010011110100001110000000111111011100001011010001111000000000000000111011000100000100110010010110000000111000100000000000000010101110000100000000010001000000000000000010010000000010000000001100000000000000000110100000000010010001000000100000000000110000000000000000001000000000000010010010011100001000001000100000000110100000001001001000000000000001010100000000000100000110000000000001000001100010000 Beast
N 000000000000000000000000010001100000000000000011010110100000000001000000010000000001010000000100000000001010100000100000001110100110001000000000000100000010000000100000000001000000000000000000011000000000111001001000010000110000100010000010010000000111000100011000000000110000000110000000001010000001100000000010011000100101000010001001110100000001000000000000000100010101001000000110001000000000010000000010100000000000000001000000000100000000110000001000000000000110000000000000010000000001000001100000001000010101001001000010000000100100000010011000110010000000000001110000000000000010000000000100 ClockwiseMetamorphosis
N 100000000000000000000000000001110000000000010001100011000000010000100010001000000000001000000010000010000100000000010000101000000000010100000000010000100000000100000000000000010001000100100000100101000010001110000011100001000101000110011100100001001010000100000000000011000000000110000011010000000001010001100010010000010011101000010001001000000000000010010001000000010000101000000000000000000110000000010000000001000000101001000000101000100001110100000110000000000000000001100100000010000000001000000000000000001100010000000100000001010000000100111001100101000110000001100010000010100000000000100001 Anti-ClockwiseMetamorphosis
N 000100000000000000000110000010100000011000101000111100000100001000001011000001100011010001100000111010011000011000010000000011000110001110000010011101100110000000000001111110000000000000000110000000100000000001111100000000011000011010011000100110000111000110110001001001000000000101000000011000000000100000000100010000001000000000000000010000011000011000011000000110001110000110010000000101100000000001010000011000010001000000000110000000001001000001100000010101111001011100011100000110010110000010000000000001100000000000000000011000000000000101000100010100000000000001001000000000000000000000100000 Impurity
N 000000000000000000100010000011000000000010000100111000000000000100000110000000000000000001100000000100100000011001000000000000000110000000000000000001001000000000000000011100010011000000000110000000000000000001100010000000000010011100000000100000100110000000000000000001100000100000000000111000000000000000001111000000000000010100111000000000000011011011000000000001101110001000000001110101100011000000011000011000011010001100000100100010000000100001100101101000001100011000110000000001100000011000000000001000000100000000000000000011000000110000010110000000000101000001001000000000100000110000010000 Hunter
N 000000100100101000000001010000000001000000000011000001011000000000111000001100000000100110000110000001110000000001000100011000010000101000100011000100011000101000011001000100000110000011001001000001000100011011100001100000000011111001100000010010001111000010000001000101111000000000100010010111110000000110100100000000000001000000100001010000100000001010010000001000100010000000000000000001100000000100000000110000000000000000101000000000010000000011010001000000000001000000010001000000010011010000100000000111001000000010000001010000000000000000011110100000001001000100110000000000000000010100000000 Beast
N 010011000000000100000000000010000000000000000000010001110100000000000110000000000000000001100001000000000000011000000000000000001110010000000000101001100100000000000000011000010000000000000111100000000000000001101000010000000000011000000000010000000110000100010000000000100000000000000000011000000001010000001011000010000010000111111000100001000010011011001100001001100110011000000000110001110011100000011000000000001000001100011110000011000001100011101001110000001110001011110000001001101110011000000001011000000100000000000000000000000000000000000110001011000000000001100000000000000000000000000001 Hunter
N 000000000000000000000000100010100000001000001101100000000000000000001101000000010000000100010000000000110000001100000000001110001001000100000110100000010100101000001001000100000000010110010001011110000000100100010000010010001000000100100010000010010001001000100001000110010010110001111111111111111000001100110001011000010010100100010010000110110001000100101000001100110001000000000001000100010010000011010001000101101100000100010001110000000000000000010010000000000001000000000000000000010100010000000000000100000011000000000000001000100000000000001100001000000000000000000010000000000010011100100000 Milkweed
N 000000000000100001000011100000000000110000110000000000010001001000000010001010100000010000000000000000000100010000001100000000110000000110000000100110000111100100000000111111000000000000100110000100000000000011011000000000000100100111000011000000010110110000000011111100000110010010001000000011000000000000000001100000000000000000001001000000000000000110000000000100000001000000000000000000110100001001001000001010000001001000000110000000000000010001001100000000100000010001000000000000000001010000010000000001000100000000000000011011000000000000000011101000000000000000010000000001000000000000000001 Guidance
N 000000100100010000000000000011100000010000000011011110000000010001000010000000000001010000010100000000000000000001000000000011000000001000101000000000000010000000000000000001010000000000000000000000001000111000101000000000110001100010000010010000000101000000011100100000110000000110000000001010000000100000001100011000100110110010100001110000000001000001000000000000010000000000000000011000001010000000000010010000000100000001000000000000000000010000000000000000001110000000101000000001100001100000100000001000000000000000000010000000100001010001111000110000000001000001110000000001000000001000000000 ClockwiseMetamorphosis
N 010000000000010000100010000010000000000001001001100100000000000000101000100010000000001100010000000001110011101110000000001010001101000000010100100010010010000000001001000000001010010011010001011110000101100100010010010000001001000110100010000111010000001100100001100100010010010001011111111111111010001000110001101000000010000100010010110000110011100100100000001100010001011000100001100100010010000000011011110101010000000101011001010010001000000000110010000000000001100100000000000100010000001000000000111100000010000101000000000100100010010000000000001001000000000000000010000000000000110000000000 Milkweed
N 000000000000000000000110000011111000011110110010111100000100011000001111100011000011000001100001110000010000111010011100000001010110001100000000001111100110000000000111110111000001000100000110001000000000000001100010000000010000011001011000001111000111000100010010100001100000000100000000011000001001000000000100010100000000000011000000000000011000011000011000000110000110000110001000000001100000000000000000111000100000000000000110000000001000000001100000000000011100011010011100000110010110000110000000001001101010000000101000001000000100000100000100000000000000000001000101010000000100000000100100 Impurity
N 010010000010000000000000101010000000000000000001100000010000010000010000000000000001000000010000000000110000101110000100001110001001000001000000100010010000000000001001000100000000000010010010011110100000100100010110010001001111000000110010000010010001001100111001000100010011010001111111111111111000001100010001001000000011010100010011000000110101000100100010001100010001001000000001100101010010000000010001100101100001000000010001000000000101000100011010000000100101000000100000000000000000001000000000100100000010000000000000010000100000100000000000011000000000000000000010000000000101000000000000 Milkweed
N 000000000000001000010000000011001010000000000000001110000010000100000110000000000000000001100010001000010000011000100000000000000010000000000000100001100000100000000000011000010010000000000110000001000000001011100100000000000000011100110000000000000100000010000010100001000010001100000000010000000010000101001111000100000000000111111000000000000011011011000001001100100101011000100010110001101011000000011000011010011000001100000100000011000001100001110001100000001100011000111000010001101110011000000000000000001110000000000001010000000000000100010110000000000100000001000010000010100000000010100100 Hunter
N 100000000000000000000100100011110000111000100000111100000100001000001111000100000011000001100000110000011000011000111000000111001110000100001001011001100110000000000011111111000000001000001111000000100010001000100000001010011100011100011000000000011110000100000000010001000000000000000000011000000001000000000100001001000000000011100000000000011000011001011010001110000100010110100000000011100000000000000100010000000010000000000010000101000000000001110000000000011000111000101000000110000110010100000000000001101000000010000010010000010000000000000100000000000001000011000000000010000000000000000001 Impurity
N 000000000010000100000000000000000000100000000110000001100001000001100010011011000100000000000000000100000000000000000000110001100110011000111110011001101110011111110110000001101110001111110000011111000001111000001111000100001111111111110010000011111101111000000000110001101100000000000110011001111000100001100110011000000000011000101110000000000110011001100000000001100111011000100000011001100110010000000010011000000000000001100110011000000100011001100110001000000010011101100000000001101110010000000000011011110100000000000000000000000000000110000010001110000000000000000000100000000000000000000000 FormlessOedon
N 000000010000000100000000010000000010000000000110000000100000010011100000011001000000100000000000000000100000000010000000100001100100011000111110011001100110011100110110000001101110001111100000011110000101111100001111100110001011111111110000000101111111111000000000011001100110000000000111011001100000001001100110000000000000011000100110000000001010011011100000000011100100011000000100001011001111000100000110011001100100000001100101011000000000111001100111000000000110011001110000000001100110011010000010011001100100000100000000001000000000010010001010001000000000000000010000010100011000001000010000 FormlessOedon
N 000000000000000010010000110011000001000010001000011000100000000001000110001000000000000001100000000000100000011000100000000000100100000000001000000001100001000000100001011000100000000000000100100000000000000001100000000000000000111001000001000000000110100000000000110001100100000000000100010000010100000100011111000000000000000111111100000000001011011011000100000001101110011000000000110001100001000000010000010000011000001100000110000011000001100001100011100010000100011000101100000001100110000000010010001101010100000001000000000000000001000000000110000000000000000000000000000000000000000000000000 Hunter
N 000100000000100000000100100000010100001000000111000001100010000001101000011000000000000000000000111010000000000000000101110001100110011000111110011011110000011101110010011001101110001001100000011111000011111100001111100000001110111111110100000111110111111100000000011001100110000000100110011101100000000100110110011001000000011000100000000000000110011001100000000001100010011000000000011001100111000000000110011001100000000001110110000100000100011000100110010000000101011001100000000000100110011001000000001001110000000100000110001000000000000000000010000000000000000000000000000110000011000000000000 FormlessOedon
N 000010000100000000100100000011111010001000100000111100000100001000001111000000000011101001100000010001011000010001011001100011001110001100000000011001100110001000000011110111001000000000001111000000000000000001110000010000011100011010011001000100000111001000000000000000100000000000000010011000000000000000000110000000000000000101100000000000010000011000011000100000000110001110010000001001100000000000000000011000000000001000000110100000000000000001100000000000011001011000011000000011000100000110000000011001100001000010000000111000100101000000000100100000000000000001000000000000000000000000000000 Impurity
N 010000000000100000100111000011100010011000001000111100000100001000001111000001001011000001100000110001011010001001110000000011000110000000000000011001101100000000000011001111000100001000000111000000000000000001100000000000111100010000011000000110000110010110000010000001100000000001000000001000000000000000000110000000000000000001110010000000011001001000011000000110000110000101000000100101100000001000000000011000000000000000000110000000001100000001110000000010011100011000011000000110000010000110000000100001100000010000000000011000010000100010001100000000000000000001000000000100001000000000000000 Impurity
N 000000000000000000001100100010000000010000000001100000000000000000001000100000100000000000010010010100110000101100000000001110001001010000001000100010010000010000001100100100000100100000010011010110000000100000010010010000011001010110100011011110010001011000100101000100010010010001111010111011111000001000100001001001000011000101010010100100110001110100110000001100010001001000000001000101010011000000010000000101000000000101001001011100000000000000010010000000000001100010111100000000010000001000000010000100100011000100110000000001100100001000010011001000000000000000000110000000100000001000000001 Milkweed
N 000000001000000000000001000011000000000000000100011000100000000001001010000000000010001001100010000000000000011000000000000000000110000000101001000001100100010000000000101001000000000000000110000001110000000101100000000100000000011000010000000000000010010000000000000001100000000000000000011000010000001000001111000000001000000111111000000000001111011001000000000001100110011000000000110001000011000000001010011000011000000100000110010111000001100001100001100000001100000100110000000001100110011011000000001000000110010011000000000000000000010000000111000000000001000001100000001100000000000001010000 Hunter
